onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.2448979591836734,4,836.1,-1.3,85.5,42.145178764897075,False,0.9306608884073673,0.218851570964247,0.5747562296858071,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.62,3.88,3.38,4.12,2.38,0.25,2.0,1.88,2.5,3.5,2.5,3.5,3.62,1.62,1.88,1.88,2.75,4.12,3.88,2.5,3.5,2.88,3.0,3.62,1.25,3.0,4.12,4.12,3.62,3.12,1.88,4.12,2.25,2.75,2.5,3.0,1.75,2.38,3.62,3.75,2.88,0.5,2.0,2.5,2.75,2.75,3.0,3.62,2.0,4.0,3.88,2.01,1.83,2.05,1.47,0.51,2.5,0.37,0.53,1.89,1.36,1.63,1.02,2.68,1.01,2.3,1.76,1.34,0.72,0.65,1.73,1.49,4.27,4.83,4.55,3.49,3.23,2.57,3.49,3.5,3.75,2.12,2.38,0.0,3.12,3.75,3.38,3.12,3.5,3.62,3.0,1.88,3.25,3.75,1.25,3.0,2.5,3.12,3.62,3.25,3.25,1.12,3.75,2.5
11-9021.00,Construction Managers,0.4,4,550.3,8.7,46.8,64.68039003250271,False,0.8732394366197183,0.8965330444203684,0.8848862405200433,5,2,0.4,True,Nicht hoch GPT-exponiert,1.38,3.0,3.88,1.88,4.38,2.62,0.0,1.25,0.75,1.62,3.75,1.5,3.62,3.62,1.38,1.5,1.5,2.12,4.12,4.25,1.25,3.75,2.75,1.75,3.88,0.75,3.62,4.25,4.5,3.25,3.0,0.62,4.25,0.75,1.5,0.62,3.12,0.5,2.0,3.75,3.88,3.12,0.12,1.38,1.62,3.12,2.25,3.12,4.38,0.88,4.12,4.12,2.14,2.09,2.28,2.14,1.84,2.65,0.86,0.47,2.03,1.28,2.32,1.11,2.68,0.98,2.23,2.05,1.91,0.96,1.61,2.21,1.37,4.6,4.68,4.2,4.05,3.5,2.95,4.25,4.12,4.5,1.0,0.88,0.0,3.25,4.38,4.12,3.75,4.12,3.88,1.62,3.38,2.88,3.88,0.62,3.12,1.38,2.88,3.88,3.88,3.88,1.0,4.12,2.38
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.515625,4,90.2,-2.5,5.5,81.79848320693391,True,0.48808234019501623,0.1771397616468039,0.33261105092091003,5,2,0.4,True,Hoch GPT-exponiert mit guten Wechseloptionen,1.88,2.0,3.12,0.5,4.12,0.88,0.0,1.12,0.62,1.12,3.0,1.75,2.88,3.62,0.0,0.75,0.75,1.88,3.88,3.62,1.0,2.88,3.0,0.75,3.5,0.0,2.88,4.12,4.38,3.5,2.5,0.0,4.0,0.0,0.0,0.0,3.12,0.0,0.0,3.88,3.5,2.75,0.0,0.88,1.12,2.75,2.25,2.12,2.5,0.88,4.12,4.25,1.92,1.75,1.92,1.86,2.69,2.83,2.4,1.09,1.79,1.3,2.43,1.2,2.43,2.35,1.74,1.7,2.14,2.14,2.33,1.99,1.33,4.98,4.88,4.38,4.05,4.01,2.8,3.93,3.5,4.0,0.0,0.0,0.0,3.88,3.88,3.25,3.12,4.0,3.62,0.62,1.0,1.5,3.5,0.62,1.75,0.0,4.0,3.88,3.12,3.38,0.75,3.88,0.88
11-9032.00,"Education Administrators, Kindergarten through Secondary",0.4545454545454545,5,333.3,-1.5,20.8,72.48104008667389,False,0.757854821235103,0.2134344528710726,0.4856446370530878,5,1,0.2,True,Nicht hoch GPT-exponiert,0.12,2.12,4.0,0.0,4.88,0.75,0.0,0.12,0.5,0.38,3.75,0.5,3.12,4.0,0.0,0.75,0.38,1.5,4.12,4.0,0.0,3.5,3.0,0.12,3.88,0.0,3.25,4.88,5.0,4.0,2.62,0.12,4.5,0.0,0.0,0.38,3.0,0.12,0.0,4.5,4.38,3.0,0.0,1.0,0.25,2.75,2.0,1.88,2.38,0.75,4.75,4.88,2.14,1.61,1.89,1.59,2.38,2.93,2.2,0.58,2.03,1.6,2.51,2.08,3.0,1.86,2.12,2.24,2.06,1.9,2.33,2.21,1.56,4.87,4.76,4.14,3.47,3.9,1.89,3.46,4.5,4.5,0.0,0.12,0.0,4.12,4.75,4.0,3.88,4.75,4.0,0.38,2.88,1.25,4.12,0.75,3.12,0.0,4.25,4.75,4.0,4.5,1.0,4.25,0.62
11-9033.00,"Education Administrators, Postsecondary",0.475609756097561,5,226.6,1.7,15.1,75.73131094257855,False,0.7074756229685807,0.37378114842903576,0.5406283856988082,5,2,0.4,True,Nicht hoch GPT-exponiert,0.12,1.38,3.75,0.0,4.0,0.12,0.0,0.25,0.0,0.0,2.62,1.12,3.12,3.88,0.0,0.0,0.0,1.88,4.12,3.88,0.0,3.25,2.75,0.0,3.5,0.0,3.0,4.88,4.88,4.0,2.62,0.0,3.88,0.0,0.0,0.0,3.0,0.0,0.0,4.12,4.0,2.75,0.0,0.0,0.0,2.62,0.75,1.75,2.25,0.0,4.5,4.75,2.28,1.79,1.92,1.38,2.3,2.65,2.01,0.5,2.03,1.58,2.43,2.2,2.87,1.56,1.77,2.05,1.98,1.52,2.33,1.8,1.6,4.51,4.77,4.63,4.13,2.53,2.61,3.95,4.0,4.0,0.0,0.0,0.0,4.0,4.0,3.12,3.5,4.0,3.75,0.0,0.88,1.38,3.75,0.5,0.5,0.0,3.88,4.0,3.75,3.75,0.75,4.0,0.0
11-9041.00,Architectural and Engineering Managers,0.3857142857142857,5,212.5,3.8,14.5,62.62188515709642,False,0.7009750812567714,0.6115926327193932,0.6562838569880823,5,0,0.0,True,Nicht hoch GPT-exponiert,1.75,2.0,3.88,2.0,4.25,2.12,0.0,0.0,0.0,0.0,3.62,2.25,3.5,4.12,0.0,0.0,0.0,1.62,4.25,3.88,1.88,4.12,2.88,0.75,4.0,0.0,4.0,4.75,4.75,4.0,3.0,0.0,4.12,0.0,0.0,0.0,3.25,0.0,0.5,4.0,3.88,3.0,0.0,0.0,0.0,2.62,0.75,3.12,4.25,0.5,4.75,4.62,2.17,1.75,2.25,2.06,1.84,2.56,0.86,0.32,2.03,2.33,2.21,2.24,2.61,0.9,1.97,2.16,1.7,1.0,1.74,1.8,1.51,4.54,4.88,4.53,3.99,3.05,2.25,3.79,4.25,4.12,0.12,0.0,0.0,3.75,4.25,3.25,3.0,3.88,3.88,1.12,2.25,2.62,3.75,1.12,3.12,0.0,3.25,3.62,3.62,3.25,1.75,4.0,2.0
11-9051.00,Food Service Managers,0.3958333333333333,2,352.8,6.4,42.0,63.59696641386782,False,0.8613217768147345,0.8223185265438786,0.8418201516793066,5,5,1.0,True,Nicht hoch GPT-exponiert,3.0,2.62,3.0,2.0,3.75,1.62,0.0,1.88,0.75,2.0,3.0,2.88,2.75,3.0,0.0,1.75,0.88,1.75,3.0,3.0,3.0,2.88,2.75,2.0,3.12,0.0,2.88,4.0,4.0,3.0,2.88,0.0,3.88,0.62,0.88,0.38,2.88,0.0,0.25,3.0,3.12,2.25,0.38,2.0,2.0,2.75,2.25,2.0,2.5,1.5,3.75,3.5,1.77,1.79,2.19,1.59,2.3,2.65,1.3,0.7,1.75,0.97,1.76,0.67,2.49,1.36,1.74,1.7,1.95,1.11,2.11,2.03,0.97,4.84,4.93,4.19,4.13,4.24,3.21,4.12,3.0,3.88,1.0,0.88,0.0,3.0,3.0,3.0,3.0,3.88,3.5,1.75,2.12,2.25,3.12,0.5,2.5,1.0,3.75,3.88,3.0,3.12,0.25,3.88,1.88
11-9071.00,Gambling Managers,0.4852941176470588,2,5.1,1.2,0.6,77.35644637053088,False,0.08559046587215602,0.33098591549295775,0.20828819068255688,5,0,0.0,True,Nicht hoch GPT-exponiert,1.0,2.88,3.12,0.88,3.75,1.62,0.0,0.88,0.88,0.0,3.75,1.88,3.25,3.0,0.0,1.38,1.0,2.12,3.75,3.62,1.0,3.0,2.88,0.75,3.25,0.0,3.25,4.0,4.0,2.88,3.0,0.12,4.0,0.5,0.75,0.75,3.5,0.0,0.0,3.75,4.12,3.12,0.5,1.62,0.5,3.25,2.5,2.75,2.12,0.38,3.5,3.38,1.77,1.79,2.41,1.63,1.5,2.47,0.88,-0.47,1.59,0.37,2.93,0.87,2.43,1.04,1.46,1.73,2.26,0.33,2.31,2.21,1.24,4.78,4.89,4.27,4.48,3.8,3.01,3.91,3.12,4.12,0.0,0.0,0.0,3.62,3.62,2.75,2.38,4.0,3.5,0.5,2.12,2.0,3.62,0.88,2.12,0.0,3.75,4.0,3.0,3.0,0.62,3.75,0.88
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.3823529411764705,4,43.2,7.7,5.5,62.13434452871073,False,0.48808234019501623,0.8613217768147345,0.6747020585048754,5,2,0.4,True,Nicht hoch GPT-exponiert,1.38,1.88,3.25,1.0,3.75,1.25,0.0,1.25,0.88,1.5,2.88,1.12,2.75,3.25,0.12,1.62,1.38,1.25,3.5,3.38,1.0,2.88,2.38,1.88,3.5,0.25,3.0,3.88,4.0,3.38,2.5,0.38,3.75,0.25,0.38,0.25,3.0,0.25,0.62,3.5,3.25,2.12,0.25,1.38,1.62,2.5,1.88,2.0,2.88,1.5,3.75,3.75,1.69,1.94,1.67,1.32,2.3,2.56,1.43,0.47,1.79,1.47,1.66,0.56,2.31,2.06,1.74,1.73,1.84,1.23,2.38,2.03,1.41,4.57,4.63,4.37,3.46,2.92,1.68,3.44,2.88,3.88,0.0,0.0,0.0,3.62,3.5,3.0,2.75,3.38,3.25,1.38,1.5,2.0,3.62,0.5,1.62,0.0,3.75,3.75,3.0,3.12,0.62,3.75,0.88
11-9081.00,Lodging Managers,0.3804347826086956,4,52.0,3.4,5.4,61.75514626218852,False,0.4799566630552546,0.5579631635969664,0.5189599133261105,5,1,0.2,True,Nicht hoch GPT-exponiert,2.25,2.0,3.0,2.0,3.88,1.88,0.0,1.38,1.0,1.38,3.0,1.88,3.0,3.5,0.75,1.38,1.38,2.12,3.25,3.12,1.75,2.75,2.75,2.0,3.75,0.62,2.75,4.0,4.0,3.62,2.88,0.88,3.75,1.5,1.5,1.62,3.12,0.75,1.62,3.88,4.0,3.0,0.0,1.38,1.25,2.88,2.0,1.88,2.62,1.12,4.0,4.0,1.98,1.83,2.0,1.2,2.43,2.62,1.62,0.96,1.79,0.99,2.1,0.56,2.34,1.9,1.8,1.73,2.06,1.33,2.4,1.99,1.14,4.89,4.83,4.52,4.14,2.97,2.52,4.35,3.25,3.75,0.75,0.75,0.0,3.75,3.75,3.5,3.62,4.0,4.0,2.0,1.0,2.12,4.0,0.88,2.38,0.75,4.12,3.88,3.0,3.5,1.0,3.88,1.5
11-9111.00,Medical and Health Services Managers,0.3714285714285714,4,616.2,23.2,62.1,60.238353196099666,False,0.9024918743228603,0.9924160346695557,0.947453954496208,5,0,0.0,True,Nicht hoch GPT-exponiert,0.5,2.0,3.12,0.25,4.0,1.25,0.0,0.75,0.0,0.0,3.0,0.5,2.88,3.62,0.0,0.0,0.0,2.0,4.0,3.75,0.5,3.62,2.75,0.0,3.88,0.0,3.12,4.88,4.12,3.75,2.62,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,2.5,0.0,0.0,0.0,2.62,1.5,2.12,2.12,0.88,4.38,4.12,2.14,2.3,2.6,2.28,2.43,2.93,1.83,0.99,2.14,1.52,2.55,2.04,2.74,1.16,1.97,2.01,2.18,1.49,2.22,2.24,1.64,4.82,4.61,3.89,4.36,3.0,3.37,3.93,3.5,4.12,0.0,0.0,0.0,3.88,4.0,3.62,3.62,4.12,3.5,0.0,3.88,1.88,4.0,1.38,1.62,0.0,3.75,4.0,3.38,3.88,1.12,4.0,0.62
11-9121.00,Natural Sciences Managers,0.5666666666666667,5,104.3,3.7,8.5,87.97399783315277,True,0.570964247020585,0.5964247020585048,0.5836944745395449,5,2,0.4,True,Hoch GPT-exponiert mit guten Wechseloptionen,1.12,2.0,4.0,1.0,5.0,1.62,0.0,0.25,0.12,0.5,3.0,1.75,3.0,4.0,0.38,0.62,0.5,1.75,4.88,4.0,0.62,4.0,2.25,1.0,3.88,0.38,3.88,4.88,5.0,3.88,2.5,0.62,4.12,0.75,1.0,0.75,2.88,0.62,0.88,4.75,3.88,2.25,0.0,0.5,0.5,2.12,1.38,1.88,2.25,0.5,5.0,5.0,2.35,2.09,2.22,1.63,2.07,2.62,0.86,0.34,2.03,2.51,2.17,2.72,2.71,0.84,2.15,1.98,1.7,0.96,1.65,1.8,1.87,4.05,4.84,4.13,4.44,2.55,2.44,3.28,4.25,4.0,0.0,0.25,0.0,3.88,4.12,3.62,3.0,4.62,3.12,1.5,3.88,2.12,3.75,1.62,2.0,0.0,2.88,3.88,3.88,3.88,2.88,4.12,1.12
11-9121.01,Clinical Research Coordinators,0.4661016949152542,4,104.3,3.7,8.5,74.21451787648971,False,0.570964247020585,0.5964247020585048,0.5836944745395449,5,2,0.4,True,Nicht hoch GPT-exponiert,0.0,1.88,3.5,0.0,4.0,0.75,0.0,0.25,0.0,0.12,3.0,1.75,3.0,3.0,0.0,0.0,0.0,1.75,3.88,4.0,0.0,3.0,2.88,0.0,3.62,0.0,3.0,4.38,4.25,3.0,2.88,0.0,4.0,0.0,0.0,0.0,2.88,0.0,0.12,3.75,3.75,3.0,0.0,0.0,0.0,2.88,1.12,2.12,2.88,0.75,4.25,4.0,2.11,2.09,2.77,2.35,2.34,2.65,1.77,1.12,1.53,1.23,2.4,2.12,1.78,1.04,2.01,1.57,1.7,1.75,1.79,1.99,1.58,4.63,4.86,4.21,4.56,3.36,2.77,3.36,3.62,4.12,0.0,0.12,0.0,3.0,3.62,2.25,2.75,3.5,3.38,0.12,1.12,1.25,3.25,0.88,1.12,0.0,3.75,3.75,2.88,3.38,0.75,3.62,0.38
11-9131.00,Postmasters and Mail Superintendents,0.4523809523809523,2,13.1,-3.5,0.9,72.31852654387866,False,0.13488624052004333,0.15059588299024917,0.14274106175514625,5,0,0.0,True,Nicht hoch GPT-exponiert,0.38,2.12,3.0,0.5,3.25,1.75,0.0,0.38,0.75,0.5,2.75,1.62,2.5,3.0,0.0,1.38,0.62,2.12,3.12,3.12,0.0,2.88,2.12,0.88,3.12,0.0,2.88,3.88,4.0,3.0,2.5,0.0,3.38,0.88,0.88,0.0,2.88,0.0,0.0,3.12,3.25,2.12,0.88,1.5,0.75,2.38,2.0,2.38,2.12,0.62,3.75,3.62,1.77,1.0,2.14,1.79,1.84,2.65,1.07,0.7,1.41,0.26,2.28,0.33,2.87,1.1,1.64,1.63,1.98,1.07,1.52,1.27,0.6,4.96,4.92,3.97,4.17,3.23,2.41,4.92,3.12,3.5,0.0,0.0,0.0,3.25,3.12,2.75,2.75,3.5,3.25,1.25,2.12,2.25,3.5,0.88,1.88,0.0,3.12,3.5,3.0,3.0,1.12,3.88,1.5
11-9141.00,"Property, Real Estate, and Community Association Managers",0.4318181818181818,4,466.1,3.6,39.0,69.66413867822318,False,0.8526543878656555,0.5828819068255688,0.7177681473456121,5,2,0.4,True,Nicht hoch GPT-exponiert,0.0,1.12,3.0,0.38,3.88,0.88,0.0,0.0,0.0,0.12,2.88,0.62,2.62,3.0,0.0,0.12,0.0,1.0,3.5,3.12,0.0,2.88,2.12,0.38,3.75,0.12,3.0,4.12,4.12,2.88,2.0,0.0,3.5,0.0,0.0,0.0,2.75,0.0,0.25,3.5,3.5,2.12,0.0,0.0,0.0,2.38,1.12,1.62,2.75,0.5,4.0,4.0,1.77,1.48,2.31,1.63,1.84,2.65,1.0,0.47,1.82,0.87,2.1,0.87,2.34,1.01,1.74,1.94,1.77,1.0,2.01,1.8,1.2,4.7,4.84,4.25,3.9,2.75,1.84,3.95,3.12,3.75,0.0,0.12,0.0,3.12,3.38,3.0,2.88,3.12,3.75,0.5,1.88,0.88,3.5,0.5,2.0,0.0,3.0,3.38,2.12,2.12,0.25,3.5,0.62
11-9151.00,Social and Community Service Managers,0.4464285714285714,4,219.8,6.4,18.6,71.5059588299025,False,0.7464788732394366,0.8223185265438786,0.7843986998916577,5,3,0.6,True,Nicht hoch GPT-exponiert,1.25,2.0,3.38,1.25,4.12,1.25,0.0,0.25,0.0,0.38,2.88,1.88,3.0,3.75,0.0,0.12,0.25,2.0,3.88,3.5,0.62,3.38,2.75,0.75,3.62,0.0,3.38,4.62,4.62,3.75,2.75,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.25,4.0,2.88,0.0,0.38,0.12,3.12,0.88,2.12,2.62,0.62,4.0,4.12,2.11,2.09,1.71,1.41,2.43,2.65,2.33,1.19,1.93,1.33,2.32,1.32,2.61,2.18,1.97,1.76,2.06,2.2,2.38,1.99,1.51,4.67,4.88,4.35,4.2,2.66,2.05,3.91,4.12,4.0,0.0,0.0,0.0,3.88,4.12,3.12,2.38,4.38,3.75,1.62,3.38,2.25,3.75,0.88,1.62,0.0,4.0,4.62,3.75,3.88,1.12,4.0,0.75
11-9161.00,Emergency Management Directors,0.6,4,13.2,3.0,1.0,92.19934994582883,True,0.1495124593716143,0.5032502708559047,0.3263813651137595,5,3,0.6,True,Hoch GPT-exponiert mit guten Wechseloptionen,1.62,1.88,4.0,0.75,4.25,1.88,0.0,0.38,0.25,0.75,3.0,0.75,3.12,4.25,1.0,0.25,0.25,1.5,4.25,4.0,1.0,3.0,2.88,1.38,3.62,1.12,2.88,4.62,4.5,4.12,3.0,0.88,4.75,0.62,1.0,1.25,3.0,0.62,1.88,4.25,4.12,3.0,0.0,0.62,0.62,3.0,1.75,1.75,3.5,1.12,4.12,4.25,2.17,2.74,2.5,2.47,2.43,2.93,1.54,0.55,2.34,1.72,2.93,2.16,2.68,1.01,2.34,2.32,2.63,1.81,2.13,3.0,2.08,4.41,4.52,4.36,3.73,2.95,2.32,3.45,5.38,5.0,0.0,0.0,0.0,4.12,4.25,2.75,2.88,3.75,3.5,1.38,3.25,2.0,4.0,0.5,2.25,0.0,5.25,4.12,4.12,4.12,0.5,3.88,0.5
11-9171.00,Funeral Home Managers,0.5357142857142857,3,32.1,4.1,2.6,85.42795232936078,True,0.32340195016251355,0.6392199349945829,0.48131094257854823,5,2,0.4,True,Hoch GPT-exponiert mit guten Wechseloptionen,2.0,1.88,3.0,2.12,3.12,2.12,0.0,0.75,0.5,1.0,3.0,1.88,2.62,3.0,0.75,0.88,0.62,1.88,3.0,3.12,2.0,3.0,2.75,2.0,3.75,0.88,2.75,4.0,4.0,2.88,2.12,1.12,3.62,0.38,0.75,1.0,2.25,0.62,1.25,3.5,3.38,2.0,0.0,0.75,1.38,2.62,1.62,2.5,2.38,0.38,4.0,3.75,1.66,1.6,2.37,2.06,2.55,2.65,2.64,2.05,1.72,0.77,2.51,0.53,2.31,0.87,2.01,1.66,2.42,2.53,2.24,2.21,1.14,4.85,4.75,4.53,4.56,4.44,2.69,4.39,3.0,3.5,0.0,0.12,0.0,3.0,3.12,2.75,2.62,3.5,3.25,1.88,0.62,2.0,3.5,0.62,2.12,0.0,4.0,3.75,2.38,2.75,0.75,3.62,0.88
11-9179.01,Fitness and Wellness Coordinators,0.2934782608695652,4,25.1,6.5,2.1,48.645720476706394,False,0.27410617551462624,0.8293607800650055,0.5517334777898159,5,0,0.0,True,Nicht hoch GPT-exponiert,2.0,2.12,3.12,0.88,4.0,1.75,2.12,2.25,2.25,2.88,3.0,2.0,2.88,3.88,0.0,2.75,2.0,1.38,3.75,3.62,2.12,2.75,2.88,2.5,3.38,0.0,2.75,4.0,4.0,3.75,2.38,0.25,4.0,0.5,0.38,0.38,2.88,0.0,1.0,3.5,3.5,2.62,1.5,2.88,2.75,2.88,3.12,1.5,2.75,1.75,4.0,4.0,1.83,1.79,1.76,0.79,2.3,2.5,1.59,0.87,1.93,1.47,1.73,0.94,2.25,2.02,1.77,1.8,1.7,1.39,2.33,1.46,0.89,4.6,4.84,4.5,3.0,3.44,2.48,3.15,3.12,3.62,0.5,1.12,0.0,3.5,3.12,3.0,3.0,3.38,3.12,0.62,1.12,1.5,3.5,0.38,2.12,0.12,3.5,3.75,3.0,3.12,1.62,3.38,1.12
11-9179.02,Spa Managers,0.3571428571428571,3,25.1,6.5,2.1,57.52979414951246,False,0.27410617551462624,0.8293607800650055,0.5517334777898159,5,1,0.2,True,Nicht hoch GPT-exponiert,1.88,1.88,3.38,1.25,3.88,1.5,0.0,1.0,0.0,1.0,2.5,2.12,2.75,3.38,0.0,1.25,0.88,1.88,3.5,3.38,1.25,3.12,2.75,1.38,3.5,0.0,3.0,4.0,4.0,3.38,2.5,0.0,3.62,0.88,0.75,1.25,2.5,0.0,0.25,3.62,3.88,2.38,1.12,1.12,1.38,2.75,2.25,2.12,2.5,0.62,3.75,3.88,1.98,1.68,1.97,1.09,2.22,2.53,1.59,0.99,1.79,1.23,1.79,0.76,2.34,1.9,1.67,1.7,1.95,1.44,2.38,1.58,1.1,5.0,4.97,4.33,4.01,4.29,2.96,3.52,3.12,4.0,0.0,0.5,0.0,3.25,3.25,3.75,3.5,3.88,3.38,1.62,0.88,2.0,3.75,0.75,2.12,0.0,3.62,4.0,2.88,3.12,1.38,4.0,1.62
11-9199.01,Regulatory Affairs Managers,0.5384615384615385,4,1333.7,4.5,106.7,86.07800650054172,True,0.9420368364030336,0.6923076923076923,0.8171722643553629,5,0,0.0,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.0,1.38,3.0,0.0,4.0,0.5,0.0,0.25,0.0,0.0,2.75,0.5,3.0,3.62,0.0,0.0,0.0,1.12,4.0,3.75,0.0,2.5,2.62,0.0,3.88,0.0,2.62,4.12,4.12,3.12,2.62,0.0,4.0,0.0,0.0,0.0,2.75,0.0,0.0,3.75,3.88,2.62,0.0,0.0,0.0,2.38,1.12,1.62,1.88,0.5,4.25,4.12,2.17,1.75,3.0,2.74,1.63,2.93,0.45,0.67,1.82,0.87,2.93,2.24,2.31,0.69,1.97,1.73,1.84,1.26,1.18,1.8,1.31,4.17,4.59,3.96,4.35,2.7,2.87,3.65,3.25,3.5,0.0,0.0,0.0,3.0,4.0,2.12,2.0,3.5,3.0,0.0,3.12,0.88,3.0,0.88,0.38,0.0,3.0,3.62,3.88,3.75,0.75,3.75,0.0
11-9199.08,Loss Prevention Managers,0.3679245283018867,4,1333.7,4.5,106.7,59.26327193932828,False,0.9420368364030336,0.6923076923076923,0.8171722643553629,5,0,0.0,True,Nicht hoch GPT-exponiert,1.12,2.12,3.0,1.5,3.88,1.75,0.0,1.38,1.38,1.25,3.38,1.88,3.5,3.5,0.0,2.0,1.88,2.12,3.88,3.12,1.88,2.88,2.25,2.12,4.0,0.0,3.0,4.0,4.0,3.62,3.0,0.12,4.0,0.0,1.25,1.5,3.62,0.0,0.25,3.88,3.88,3.0,1.38,2.0,1.88,2.62,2.12,2.38,2.75,0.5,4.0,4.0,2.04,1.54,2.74,2.74,0.75,2.93,0.35,-0.32,1.82,0.75,2.93,1.17,2.49,0.32,2.15,1.76,2.42,0.44,1.09,2.24,1.16,4.82,4.67,4.36,3.91,3.33,2.32,3.91,3.88,3.62,0.0,0.0,0.0,3.88,4.0,2.12,2.38,4.0,3.38,1.75,2.25,2.88,3.88,0.75,2.38,0.0,3.75,3.75,4.0,3.88,1.12,3.88,1.25
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.3695652173913043,4,21.4,8.7,2.2,59.859154929577464,False,0.2833152762730228,0.8965330444203684,0.5899241603466956,5,0,0.0,True,Nicht hoch GPT-exponiert,0.25,1.5,3.0,0.25,3.88,0.25,0.0,0.0,0.0,0.0,2.75,1.0,2.12,3.38,0.0,0.0,0.0,1.12,3.75,3.0,0.25,2.5,2.0,0.25,3.75,0.0,2.25,4.12,4.25,3.38,1.38,0.0,3.75,0.0,0.0,0.0,2.75,0.0,0.0,3.62,3.75,2.0,0.0,0.0,0.0,2.38,1.12,1.5,1.88,0.38,4.0,4.0,2.21,2.09,2.02,-0.06,1.7,2.25,1.48,-0.8,2.07,1.39,2.06,1.17,2.25,1.74,2.3,2.32,1.8,0.57,2.54,1.83,1.76,4.88,4.55,4.22,4.43,2.69,2.05,4.65,3.38,3.75,0.0,0.0,0.0,2.88,3.75,1.62,0.75,3.12,4.0,0.25,1.25,0.25,4.12,0.5,0.0,0.0,3.38,3.5,2.5,2.5,0.38,3.38,0.0
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.25,4,522.2,5.8,52.2,43.12026002166847,False,0.886240520043337,0.7833152762730228,0.8347778981581799,5,0,0.0,True,Nicht hoch GPT-exponiert,1.5,2.0,3.25,1.38,3.38,1.62,0.0,0.5,0.0,0.5,3.0,2.0,2.75,3.0,0.0,0.5,0.5,2.0,3.38,3.12,1.38,3.38,2.5,1.38,3.62,0.0,3.25,4.0,4.0,3.0,2.25,0.0,3.12,0.0,0.0,0.12,2.88,0.0,0.12,3.25,3.38,2.25,0.0,1.12,1.38,2.5,1.62,2.62,2.12,0.0,3.88,3.25,1.69,1.26,2.22,1.56,1.08,2.41,0.47,0.7,1.44,0.67,2.03,0.84,1.29,0.66,1.64,1.94,1.34,1.02,1.58,1.16,1.35,4.79,4.98,4.6,4.39,3.04,2.21,3.81,3.0,3.12,0.0,0.0,0.0,2.88,3.38,2.88,3.12,3.0,3.62,1.75,1.75,2.12,3.75,0.75,2.38,0.25,2.62,3.12,2.88,2.62,1.0,3.0,1.25
